leg,leg_number,name,type,address,on_route,distance_from_route_m,interest_rating,description,interesting_fact,external_link,source_notes,latitude,longitude,geocode_confidence,image_path,verdict,text_length,photo_choice,map_icon_correct,note_text,new_gps_lat,new_gps_lon,new_gps_accuracy_m,reviewed_at
"Edinburgh Central Library -> Greyfriars Bobby","11","The Potter Grave (Anne and Robert Potter)","monument","Greyfriars Kirkyard, Edinburgh EH1 2QQ (near the main entrance)","","","","Close to Greyfriars' main George IV Bridge entrance stands a family headstone inscribed simply to Anne and Robert Potter - as with many of the yard's more modest 18th- and 19th-century burials, no further biographical detail about the pair survives in the sources checked. The stone itself, just steps from the Elephant House cafe where J.K. Rowling wrote much of the early Harry Potter books, is essentially the whole of what's documented about them today.","","https://everythingedinburgh.com/harry-potter-sites-in-edinburgh/greyfriars-kirkyard/","","55.9469","-3.1926","","11-20.png","","","","","","","","",""
"Edinburgh Central Library -> Greyfriars Bobby","11","The Scrymgeour Gravestone","monument","Greyfriars Kirkyard, Edinburgh EH1 2QQ","","","","Greyfriars holds at least one Scrymgeour family monument, though guides differ on exactly which stone they mean - some point to a memorial for Margaret Louisa Scrymgeour Wedderburn near the Potter family plot, others to a separate Mary Turner Scrymgeour stone nearby. Either way, look closely and you're reading a genuine, long-established Scottish surname - historically also borne by the Royal Standard Bearers of Scotland - rather than an invention dreamed up for the tour.","","https://everythingedinburgh.com/harry-potter-sites-in-edinburgh/greyfriars-kirkyard/","","55.94693995483777","-3.1926299221894183","","11-25.png","","","","","","","","",""
"Edinburgh Central Library -> Greyfriars Bobby","11","John Gray's Grave","monument","Greyfriars Kirkyard, Edinburgh EH1 2QQ","","","","Somewhere among Greyfriars' rows of ordinary 19th-century stones lies the grave of John Gray, who arrived in Edinburgh around 1850 with his wife Jess and son John and, unable to find work as a gardener, joined the Edinburgh City Police as a night watchman instead. He died of tuberculosis on 15 February 1858 and was buried here - an unremarkable working man's grave that carries none of the fame later attached to the small dog who, by tradition, wouldn't leave it.","","https://en.wikipedia.org/wiki/Greyfriars_Bobby","","55.9469","-3.1925","","11-26.png","","","","","","","","",""
"Edinburgh Central Library -> Greyfriars Bobby","11","John Watson's Grave","monument","Greyfriars Kirkyard, Edinburgh EH1 2QQ","","","","This monument remembers John Watson, an Edinburgh Writer to the Signet who died in 1762 and left the residue of his estate - around 2,000 pounds - for charitable use in the city. His will specified the money should found a hospital aimed at 'preventing child murder', a starkly worded 18th-century way of describing support for destitute and abandoned infants. The Society of Writers to the Signet administered the growing fund for decades before erecting this monument to him here in Greyfriars.","","https://en.wikipedia.org/wiki/John_Watson's_Institution","","55.9469","-3.1921","","11-27.png","","","","","","","","",""
"Edinburgh Central Library -> Greyfriars Bobby","11","Elizabeth Moodie's Gravestone","monument","Greyfriars Kirkyard, Edinburgh EH1 2QQ (near the Flodden Wall)","","","","Along the wall near the Flodden Wall is the kirkyard's only orange-toned gravestone, usually visible just from a distance behind a locked gate - Elizabeth Moodie's memorial. As with several of the yard's less prominent burials, no biography of her beyond the name and approximate location survives in the sources checked - she's one of many otherwise-unrecorded Edinburgh residents whose only public trace today is this single, distinctively coloured stone.","","https://secret-edinburgh.com/greyfriars-kirkyard/","","55.946527323754","-3.1934251934660107","","11-23.png","","","","","","","","",""
"Edinburgh Central Library -> Greyfriars Bobby","11","William McGonagall's Tombstone","monument","Greyfriars Kirkyard, Edinburgh EH1 2QQ (near the Flodden Wall, by George Heriot's School gate)","","","","Near the Flodden Wall, by the gate to George Heriot's School, look for a memorial slab reading 'William McGonagall, Poet and Tragedian' - it wasn't installed until 1999, nearly a century after McGonagall's death, because his original pauper's grave plot was never recorded. Widely regarded as the worst poet in the English language, McGonagall is best remembered for verse such as 'The Tay Bridge Disaster' and 'The Famous Tay Whale', written with total sincerity and no apparent awareness of how badly they scanned; he died in poverty in Edinburgh in 1902.","","https://en.wikipedia.org/wiki/William_McGonagall","","55.94637345817368","-3.193558282907778","","11-22.png","","","","","","","","",""
"Edinburgh Central Library -> Greyfriars Bobby","11","Adam Family Mausoleum","monument","Greyfriars Kirkyard, Edinburgh EH1 2QQ (south division, near the Heriot's School gate)","","","","A small classical temple-fronted tomb in the kirkyard's south division, near the Heriot's School gate, is a monument designed in 1753 by the young Robert and John Adam - later two of Britain's most celebrated architects - to hold the tomb of their father, William Adam (1689-1748), the leading Scottish architect of his own generation, responsible for buildings including Hopetoun House and the original Royal Infirmary of Edinburgh. Later inscriptions inside record other family members, including a descendant, John Adam, acting Governor-General of India, who died at sea in 1825.","","https://en.wikipedia.org/wiki/William_Adam_(architect)","","55.94613524225139","-3.1928409265726243","","11-14.jpg","","","","","","","","",""
"Edinburgh Central Library -> Greyfriars Bobby","11","James Hutton's Grave","monument","Greyfriars Kirkyard (Covenanters' Prison enclosure), Edinburgh EH1 2QL","","","","Peer through the locked gate of the Covenanters' Prison enclosure at the south end of Greyfriars and, if you catch a Doors Open Day or specialist tour, you can spot a simple plaque marking the grave of James Hutton (1726-1797), the farmer turned naturalist widely called the father of modern geology. Watching ordinary erosion and sediment deposition at work in the Scottish landscape around him, Hutton argued that the same slow forces, acting over immense stretches of time, had shaped the entire Earth - a theory of 'deep time' that upended the far shorter Biblical timelines then generally assumed. He presented his Theory of the Earth to the Royal Society of Edinburgh in 1785 and published an expanded edition a decade later.","","https://en.wikipedia.org/wiki/James_Hutton","","55.94594643182689","-3.19264559077201","","11-15.jpg","","","","","","","","",""
"Edinburgh Central Library -> Greyfriars Bobby","11","Little Free Library","monument","2a Forrest Road, Edinburgh EH1 2QH","","","","A small, hand-built wooden box is mounted on a post on Forrest Road, almost exactly between Greyfriars Bobby's statue and the university's Bristo Square - open it up and you'll find a miniature street-corner bookcase where anyone can take a book or leave one behind, no library card required. It's one of dozens of 'Little Free Libraries' across Edinburgh, a movement kickstarted in 2016 when bookbinder and artist Rachel Hazell built the city's first one in the Stockbridge Colonies; the Edinburgh Tool Library, a community group better known for lending tools than books, has since taken up building and coordinating many more across the city.","","https://edinburghtoollibrary.org.uk/little-free-libraries/","","55.94611783371101","-3.1908770549524967","","11-16.jpg","","","","","","","","",""
"Edinburgh Central Library -> Greyfriars Bobby","11","William Chambers Monument","statue","45 Chambers Street, Edinburgh EH8 9BL","","","","This statue on the widened plaza outside the National Museum of Scotland honours Sir William Chambers (1800-1883), the publisher-turned-Lord-Provost who reshaped this part of the Old Town more than almost anyone else. He and his brother Robert built a printing and publishing empire from a small Peebles bookshop, but it was as Lord Provost from 1865 that Chambers left his biggest mark, pushing through the 1867 Edinburgh Improvement Act, which cleared entire slum closes and cut new streets - including the one that now bears his name - through some of the city's most overcrowded ground. Sculpted by John Rhind, the statue went up in 1891, originally standing in the middle of Chambers Street itself.","","https://en.wikipedia.org/wiki/William_Chambers_(publisher)","","55.9473691","-3.1897855","","11-17.jpg","","","","","","","","",""
"Edinburgh Central Library -> Greyfriars Bobby","11","William Henry Playfair Monument","statue","Chambers Street, Edinburgh EH8 9BL","","","","Standing a few steps from the Chambers statue it deliberately echoes, this statue honours William Henry Playfair (1790-1857), the architect behind more of Edinburgh's best-known buildings than perhaps any other single figure - the National Gallery, the Royal Scottish Academy, the National Monument on Calton Hill and Surgeons' Hall among them. Look closely at the pose: sculptor Alexander Stoddart deliberately mirrored the style, scale and stance of the older Chambers statue nearby, portraying Playfair in period dress with papers in hand, as if caught mid-design. It was unveiled in 2016, part of a multi-million-pound revamp of Chambers Street jointly funded by National Museums Scotland, Edinburgh City Council and the University of Edinburgh.","","https://en.wikipedia.org/wiki/William_Henry_Playfair","","55.9475472","-3.1889018","","11-18.jpg","","","","","","","","",""
"Edinburgh Central Library -> Greyfriars Bobby","11","Hotel du Vin & Bistro","building","11 Bristo Place, Edinburgh EH1 1EZ","","","","This boutique hotel on Bristo Place occupies a cluster of buildings dating back to 1743 that have led several very different lives: an 18th-century poorhouse, then a Victorian lunatic asylum, later a 1940s science laboratory, and even, more recently, Edinburgh's blood donation centre, before Hotel du Vin restored and connected the buildings into a single luxury hotel. Ten of its rooms sit within the original historic structure, kept deliberately atmospheric, while a newer wing built onto the site matches them in style. The hotel keeps a whisky snug and a specialist wine-tasting room among its features, trading on the contrast between the building's institutional past and its now thoroughly comfortable present.","","https://www.hotelduvin.com/locations/edinburgh/","","55.946037","-3.190153","","11-19.jpg","","","","","","","","",""
"Edinburgh Central Library -> Greyfriars Bobby","11","Cowgate","history","Cowgate, Edinburgh","","","","Everything about the Cowgate sits below the Royal Mile in more than one sense - literally lower down the valley, and for most of its history, socially lower too. Its name is exactly what it sounds like: this was once 'Via Vaccarum', the route drovers used to bring cattle down from the fields south and east of the city to the market at the Grassmarket, back when driving livestock through the main streets above was against the law.","","https://en.wikipedia.org/wiki/Cowgate","","55.9481","-3.1928","","11-28.jpg","","","","","","","","",""
