leg,leg_number,name,type,address,on_route,distance_from_route_m,interest_rating,description,interesting_fact_1,interesting_fact_2,interesting_fact_3,external_link,source_notes,latitude,longitude,geocode_confidence,image_path,verdict,text_length,photo_choice,map_icon_correct,note_text,new_gps_lat,new_gps_lon,new_gps_accuracy_m,reviewed_at
"RBS HQ -> Pitt Statue","1","Caledonian Insurance Building","architectural_point","15-19 George Street, Edinburgh","","","","A grand doorway now serves as a hotel entrance, and you're looking at a company founded out of pure spite. David Bryce remodelled this 1780s townhouse into a grand insurance office in 1839-40 for the Caledonian, usually called Scotland's oldest insurance company - founded in 1805 after a man named Forrest Alexander had a £600 fire claim rejected for being one day late, so he started a Scottish insurer of his own instead.","The painter Sir Henry Raeburn sat on the Caledonian's board and designed the company's policy heading, in use until 1838 — the firm stayed at George Street until 1939, when it sold the premises to the George Hotel next door, only for the military to requisition them straight back for the rest of the war.","","","https://en.wikipedia.org/wiki/George_Street,_Edinburgh","","55.9538","-3.1963","","1-11.jpg","","","","","","","","",""
"RBS HQ -> Pitt Statue","1","Royal Society of Edinburgh","building","22-26 George Street, Edinburgh","","","","A green cupola tops the pale, glossy stone facade - noticeably colder and harder than its sandstone neighbours - and you're standing outside Scotland's National Academy of Science and Letters. Founded in 1783 in imitation of London's Royal Society, its first Council included Adam Smith, Joseph Black and James Hutton, who read his 'Theory of the Earth' here - the paper that effectively invented deep geological time.","Its earliest lodgings, from 1807, were in the Physicians' Hall - which stood on the site of The Dome, a few doors east on this same walk.","The first women Fellows were not elected until 1949, over 160 years after the Society was founded.","","https://en.wikipedia.org/wiki/Royal_Society_of_Edinburgh","","55.95346890648104","-3.1966786275180348","","1-12.jpg","","","","","RECOVERY: draft-JSON fallback (pre-review, not confirmed post-review)","","","",""
"RBS HQ -> Pitt Statue","1","Susan Ferrier's Home","history","25 George Street, Edinburgh","","","","This townhouse is now folded into the InterContinental hotel, and you're looking at the home where novelist Susan Ferrier lived from age two until nearly sixty, writing all three of her novels under this roof. Sometimes called 'the Scottish Jane Austen', she published anonymously - not publicly named as an author until 1851, three years before her death - while her father's position as a Writer to the Signet put her at the heart of Edinburgh's literary establishment, seated beside Walter Scott himself.","The fees tell you how well her novels sold: Blackwood paid £150 for 'Marriage' in 1818, and by 'Destiny' in 1831 Robert Cadell was handing over £1,700, a small fortune for a novel then.","Scott rated her company as much as her books, calling her conversation 'the least exigeant of any author, female at least'. Failing eyesight made her a recluse in later life; she is buried at St Cuthbert's.","","https://en.wikipedia.org/wiki/Susan_Ferrier","","55.95380310807158","-3.1966022751715495","","1-13.jpg","","","","","RECOVERY: draft-JSON fallback (pre-review, not confirmed post-review)","","","",""
"RBS HQ -> Pitt Statue","1","King George IV Statue","statue","Junction of George St and Hanover St, Edinburgh","","","","At the crossing of George Street and Hanover Street, you're facing a king who never lived to see himself honoured here. Sir Francis Chantrey's statue, showing George IV in full Highland dress from his stage-managed 1822 visit - the first by a reigning monarch in around 170 years - wasn't unveiled until 1831, by which point the king had been dead for over a year.","Chantrey also sculpted the William Pitt statue at the far end of this walk - same sculptor, two statues. Make that three: Henry Dundas atop the Melville Monument in St Andrew Square was carved by Robert Forrest from a Chantrey model, so Chantrey effectively bookends this entire route.","Chantrey left his fortune to found the Chantrey Bequest, which still buys art for the nation today.","","https://en.wikipedia.org/wiki/George_Street,_Edinburgh","","55.9535225","-3.1972676","","1-14.jpg","","","","","RECOVERY: draft-JSON fallback (pre-review, not confirmed post-review)","","","",""
"RBS HQ -> Pitt Statue","1","The Assembly Rooms","building","54 George Street, Edinburgh","","","","A grand portico marks Edinburgh's oldest surviving events venue, and you're standing where Walter Scott finally admitted, in 1827, that he'd secretly written the Waverley novels - a thirteen-year secret undone by a single toast he couldn't dodge. Opened in 1787 to designs by John Henderson, who died before it was finished, the building hosted King George IV's Peers Ball in 1822 and has been a Fringe venue since 1981.","At a Theatrical Fund dinner here in February 1827, a toast to 'the Author of Waverley' left Scott no way out, and he stood up and owned the secret himself, in public, for the first time.","Dickens and Thackeray both read here afterwards, and the great portico wasn't even original - it was added in 1818, thirty years after the hall itself opened.","","https://en.wikipedia.org/wiki/Assembly_Rooms_(Edinburgh)","","55.953137100000006","-3.1986887999999998","","1-15.jpg","","","","","RECOVERY: draft-JSON fallback (pre-review, not confirmed post-review)","","","",""
"RBS HQ -> Pitt Statue","1","Pink Sandstone Among Yellow Free-Stone","architectural_point","65 George Street, Edinburgh","","","","Pink stone breaks the pattern along this stretch of George Street, and you're seeing a different rock entirely from its neighbours. Built 1907-08 as Dowell's Auctioneers, its New Red Sandstone was hauled seventy miles from Locharbriggs near Dumfries once railways made that cheaper than the local Craigleith stone everyone else used - a Permian desert rock laid down some eighty million years after the swampy sands beside it.","Craigleith quarry worked from 1615 and did not close until 1942, supplying most of the New Town - which makes this one Edwardian building the odd one out on the whole street.","Dowell's catalogues and roup rolls, from 1879 onwards, are now held by the National Library of Scotland.","","https://en.wikipedia.org/wiki/George_Street,_Edinburgh","","55.953","-3.1998","","1-16.jpg","","","","","RECOVERY: draft-JSON fallback (pre-review, not confirmed post-review)","","","",""
"RBS HQ -> Pitt Statue","1","Hidden Back-Lane White Tiles","recurring_feature","Rose Street North Lane, Edinburgh","","","","Duck into this back lane and look up at the white glazed brick lining its walls - a Victorian trick for bouncing daylight into a space the sun never reaches directly. Every one of James Craig's New Town blocks is cut through by a service lane like this, lined with stables and coach houses so carriages never appeared at the front door. Rose Street North Lane served the discreet back entrances of the Princes Street houses above.","The glazed brick had a second job in a coal-smoke city that called itself Auld Reekie: it sheds soot and can simply be sluiced clean with a bucket - which is also why it lined the stables and dairies these lanes held.","Well into the 19th century some lanes also held byres for the cows that supplied surrounding households with milk. Glazed brick like this was mass-produced from the 1860s by fireclay firms like Burmantofts of Leeds.","","","","55.95233808640327","-3.200912273844927","","1-17.jpg","","","","","RECOVERY: draft-JSON fallback (pre-review, not confirmed post-review)","","","",""
"RBS HQ -> Pitt Statue","1","The Giant Caryatids","architectural_point","78-80 George Street, Edinburgh","","","","The fifth-floor gallery isn't held up by columns at all - four robed female figures carry the weight on their heads instead. Built 1903-07 for the Professional and Civil Service Supply Association by Sir John James Burnet, these are the 'Four Seasons Facade', each carved for Spring, Summer, Autumn or Winter. The term caryatid comes from the Ancient Greek for 'maidens of Karyai' - one theory ties it to dancers for Artemis, another to women condemned to hard labour for siding with the Persians.","Classical caryatids are meant to look as if they're effortlessly carrying a building's weight, and Burnet used the trick to make a six-storey stone block feel light at its highest point.","The cooperative era gave way to a long spell as a National Westminster Bank branch; the interior is now WeWork offices, but the four seasons still watch over George Street exactly as Burnet intended.","","https://britishlistedbuildings.co.uk/200367495-national-westminster-bank-78-80-george-street-edinburgh-edinburgh","","55.95269834778553","-3.201264175010834","","1-18.jpg","","","","","RECOVERY: draft-JSON fallback (pre-review, not confirmed post-review)","","","",""
"RBS HQ -> Pitt Statue","1","Micro-Lighthouse Above the Doorway","quirky","84 George Street, Edinburgh","","","","A working miniature lighthouse sits in the first-floor window above this doorway, lamp still turning, built on the premises and running since 1950. This is the Northern Lighthouse Board's headquarters, and the model above your head replicates Bell Rock Lighthouse - built 1807-10 by Robert Stevenson, grandfather of Robert Louis Stevenson, on a reef eleven miles out that vanishes under every high tide.","Eight Stevensons across four generations designed close to a hundred Scottish lighthouses between 1790 and 1940 for this very body - a second RLS thread on this route, alongside the Chantrelle murder case said to have inspired Dr Jekyll and Mr Hyde.","Bell Rock's lamp was first lit on 1 February 1811 and the masonry has never needed replacing since.","","https://www.atlasobscura.com/places/northern-lighthouse-board","","55.952652","-3.2015384","","1-19.jpg","","","","","RECOVERY: draft-JSON fallback (pre-review, not confirmed post-review)","","","",""
"RBS HQ -> Pitt Statue","1","Freemasons' Hall","building","96 George Street, Edinburgh","","","","A statue of St Andrew tops this facade, and you're standing outside the Grand Lodge of Scotland's headquarters since the mid-19th century. The current building, 1911-12, replaced an earlier hall by David Bryce - the same architect behind the Caledonian Insurance building at the other end of this walk. Inside, a museum holds Masonic treasures open to the public.","The Grand Lodge dates its own founding to 1736; on its roll at No 1 is the Lodge of Edinburgh (Mary's Chapel), whose minute of 31 July 1599 is the oldest surviving record of any lodge still working anywhere in the world.","From 1947 the hall doubled as a concert venue for the new Edinburgh International Festival.","","https://en.wikipedia.org/wiki/Freemasons%27_Hall,_Edinburgh","","55.9522804","-3.2024455","","1-20.jpg","","","","","RECOVERY: draft-JSON fallback (pre-review, not confirmed post-review)","","","",""
"RBS HQ -> Pitt Statue","1","Early Modernist Steel Anomaly","architectural_point","100-104 George Street, Edinburgh","","","","An Egyptian Revival doorcase in polished red and black granite marks this corner, and you're seeing a trend that reached Edinburgh just two years after Tutankhamun's tomb was found in 1922. Built 1924-25 for Cleghorn's Department Store, architect Alfred George Lochhead hid a structural steel frame behind the cream sandstone front, breaking every rule of Craig's original plan to open up wider windows and larger retail floors than the New Town allowed.","Higher up, a Lorimerian scrolled pediment nods back to the Georgian neighbours the building otherwise defies entirely.","A later rework by architects CDA added a glass-and-steel penthouse floor, approved by Historic Scotland, now home to rooftop restaurant Oloroso, with panoramic views over the Castle and the Forth.","","https://britishlistedbuildings.co.uk/200371084-cleghorns-department-store-100-104-george-street-edinburgh-edinburgh","","55.952214857662405","-3.2033208750319453","","1-21.jpg","","","","","RECOVERY: draft-JSON fallback (pre-review, not confirmed post-review)","","","",""
"RBS HQ -> Pitt Statue","1","View Down Frederick Street to St Stephen's and the Kingdom of Fife","viewpoint","Frederick Street at George Street, Edinburgh","","","","From here, Frederick Street's grid opens onto one of Edinburgh's most celebrated views: half a mile of dead-straight street closing on St Stephen's Church tower in Stockbridge, then carrying on across the Firth of Forth to the hills of Fife. William Playfair designed that tower specifically to close this vista in 1827-28, rising 162 feet to dominate the skyline exactly where Frederick Street, Howe Street and St Vincent Street converge below.","St Stephen's clock, fitted by James Ritchie & Son in 1828, carries the longest pendulum of any public clock in Europe - 60 feet long, swinging with an 8.6-second period.","The far shore on a clear day is Fife, still known traditionally as 'the Kingdom of Fife' from its days as a distinct Pictish territory. St Stephen's stopped holding regular services decades ago and became a theatre; in 2026 the building went up for sale, its spire still framing the same view Playfair intended two centuries earlier.","","https://en.wikipedia.org/wiki/St_Stephen%27s_Church,_Edinburgh","","55.953149588001196","-3.200547955301354","","1-22.jpg","","","","","RECOVERY: draft-JSON fallback (pre-review, not confirmed post-review)","","","",""
"RBS HQ -> Pitt Statue","1","Hard Rock Cafe","building","20 George St, Edinburgh EH2 2PF","","","","Behind the neon sign is a Georgian townhouse from George Street's original 1780s development. It became Dowell's Rooms, a well-known auction house, by 1882, then a public house, before Hard Rock Cafe moved in in 1998 - one stop in a pattern repeated up and down this street, where grand Georgian frontages now hide banks, bars and everything in between behind their original stonework.","The 'Love All, Serve All' motto worked into the doorway lettering here is the same one displayed at every Hard Rock Cafe worldwide, dating back to the first branch, opened in London in 1971 by two young Americans who wanted an American-style diner that welcomed absolutely everyone.","That founding philosophy is also why Hard Rock cafes fill their walls with rock memorabilia rather than velvet ropes; Edinburgh's own collection has included Ringo Starr's leather jacket and a guitar once played by Red Hot Chili Peppers.","","https://cafe.hardrock.com/edinburgh/","","55.9534995","-3.1962599","","1-23.jpg","","","","","RECOVERY: draft-JSON fallback (pre-review, not confirmed post-review)","","","",""
"RBS HQ -> Pitt Statue","1","The Standing Order","building","62-66 George St, Edinburgh EH2 2LR","","","","Soaring columns and a coffered ceiling fill this former banking hall, where a bronze figure nicknamed 'Money, Money, Money' watches over the room - a bank manager offering up a case of cash. Built 1874-78 as the Union Bank of Scotland's headquarters by David Bryce, it's now a Wetherspoon pub, but an original Chubb vault, dated 1968, still sits in one of the dining areas.","The pub takes its name from banking terminology as a nod to the building's past, on a street that was lined with grand Victorian banks - most of it now converted the same way, to pubs and restaurants behind their original facades.","","","https://www.jdwetherspoon.com/pub-histories/the-standing-order-edinburgh/","","55.9528699","-3.1995054","","1-24.jpg","","","","","RECOVERY: draft-JSON fallback (pre-review, not confirmed post-review)","","","",""
"RBS HQ -> Pitt Statue","1","Thistle Street Bar","building","39 Thistle St, Edinburgh EH2 1DY","","","","This snug pub sits on Edinburgh's oldest New Town street, built around 1775-80 as a cow shed before its later life pulling pints. In the late 1970s it traded as Marr's Bar, named for landlord Archie Marr - once a drummer with the Bay City Rollers, the Edinburgh pop group whose tartan-clad 'Rollermania' made them one of the biggest-selling acts of the mid-1970s, a name reportedly picked by throwing a dart at a map of North America.","The dart is said to have landed near Bay City, Michigan - a detail that's stuck with the band's story ever since, even though the lineup itself, including Marr, changed repeatedly through the group's early years.","Today the pub is known for a proper cask-ale selection from independent Scottish breweries and regular live folk music sessions.","","https://thistlestreetbar.com/history/","","55.95407601606167","-3.198894767330116","","1-25.jpg","","","","","RECOVERY: draft-JSON fallback (pre-review, not confirmed post-review)","","","",""
"RBS HQ -> Pitt Statue","1","Fishers in the City","building","58 Thistle St, Edinburgh EH2 1EN","","","","This converted warehouse on Thistle Street, opened in 2001 as the second branch of a Leith seafood institution family-run since 1991. The original Fishers still operates a few miles away at The Shore in Leith, inside a round stone tower built in 1685-86 as a windmill before being battlemented into a harbour watchtower in 1805 - a landmark this branch doesn't share, though the family recipes carry over directly.","Now in its third generation of family ownership, Fishers has grown from that single Leith address, opened in 1991, into one of Edinburgh's most consistently well-regarded seafood groups.","","","https://www.fishersrestaurants.co.uk/fishers-in-the-city/","","55.9538931","-3.1995351","","1-26.jpg","","","","","RECOVERY: draft-JSON fallback (pre-review, not confirmed post-review)","","","",""
"RBS HQ -> Pitt Statue","1","Cafe Marlayne","building","76 Thistle St, Edinburgh EH2 1EN","","","","This intimate French bistro, opened on 27 February 2000 by Islay Fraser and Marcelline Levicky, who blended their names into 'Marlayne'. The menu draws on the bistros of Marcelline's hometown, Lyon, reworked with Scottish produce. More than two decades on, it's still independently run by its founders rather than expanded into a chain - something diners regularly point to as the reason it's kept its charm.","Cafe Marlayne became successful enough to open a second branch, which has since moved locations and now trades at the top of Leith Walk, while this original Thistle Street bistro remains the flagship.","","","https://cafemarlayne.com/about-us","","55.9537556","-3.200325","","1-27.jpg","","","","","RECOVERY: draft-JSON fallback (pre-review, not confirmed post-review)","","","",""
"RBS HQ -> Pitt Statue","1","The Merchants' Hall","building","22 Hanover Street, Edinburgh EH2 2EP","","","","A striking Minstrels' Gallery sits inside this Category B hall, headquarters of the Company of Merchants of the City of Edinburgh since a Royal Charter from Charles II in 1681. Its roots reach back to 13th- and 14th-century trade guilds, and its charitable reach still extends well beyond this building: the Company founds and funds two of Edinburgh's best-known independent schools, George Watson's College and Erskine Stewart's Melville.","The Hall runs a permanent exhibition inside chronicling the Company's full history 'from 1681 to the present day' - meaning this working private hall, still used for events and private hire, is also one of Edinburgh's more discreet, lesser-known small museums.","","","https://www.mcoe.org.uk/","","55.9526572","-3.197171","","1-28.jpg","","","","","RECOVERY: draft-JSON fallback (pre-review, not confirmed post-review)","","","",""
"RBS HQ -> Pitt Statue","1","Former TSB Bank, Hanover Street","architectural_point","28-30 Hanover Street, Edinburgh EH2 2DS","","","","Four full-height Ionic columns front this neo-Greek bank facade, built in Darney sandstone in 1939 right as the Second World War was breaking out - a deliberate show of financial permanence at the worst possible moment. Roundels above the entrances carry TSB's arms, a two-towered castle, while the arms of Edinburgh, Leith and Musselburgh mark out the three burghs the bank once served.","The banking hall was designed on a genuinely double-height scale to project total trustworthiness - and the site has since been earmarked for conversion into a pub and restaurant, ending 85-plus years as a working bank.","","","","","55.9528412","-3.1973951","","1-29.jpg","","","","","RECOVERY: draft-JSON fallback (pre-review, not confirmed post-review)","","","",""
"RBS HQ -> Pitt Statue","1","All Bar One, George Street","architectural_point","29-31 George Street, Edinburgh EH2 2PA","","","","Balustraded upper storeys and heavy classical detailing wrap this corner building, and you're looking at deliberate financial theatre - built as a bank specifically to project prestige on one of the New Town's two principal crossings, George Street meeting Hanover Street. It's now an All Bar One, but the original double-height banking hall still gives the bar a far grander interior than any purpose-built pub of the same footprint would have.","The building's position - directly on the crossing of two of the New Town's principal axes - meant that whichever bank originally built it was making a deliberate statement of prestige simply through its address, long before anyone had heard of All Bar One.","","","","","55.9537725","-3.1970607","","1-30.jpg","","","","","RECOVERY: draft-JSON fallback (pre-review, not confirmed post-review)","","","",""
"RBS HQ -> Pitt Statue","1","Sir Chris Hoy Gold Post Box (Hanover Street)","monument","1 Hanover Street, Edinburgh EH2 2DL","","","","A gold pillar box stands at the foot of Hanover Street - one of two in Edinburgh honouring Sir Chris Hoy, painted gold in August 2012 after his team sprint gold alongside Philip Hindes and Jason Kenny, a different medal from the keirin gold that earned the city's other gold box in Hunter Square. A hometown collecting two gold boxes was unusual under the nationwide scheme.","The team sprint final was itself a piece of Olympic drama: Hindes crashed on the opening lap of the first-round heat, triggering a restart under a rule permitting a rerun after any first-lap fall - a decision some observers suspected was tactical, though officials ruled it accidental.","On the restart, Hoy, Hindes and Kenny broke their own qualifying world record, stopping the clock at 42.600 seconds. This box sits a short walk from the New Town streets where Hoy grew up before his track career began at Meadowbank Velodrome.","","https://en.wikipedia.org/wiki/Cycling_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_team_sprint","","55.9523224","-3.1963739","","1-31.jpg","","","","","RECOVERY: draft-JSON fallback (pre-review, not confirmed post-review)","","","",""
